ID,Code,Headline,Source,Date,URL
Borneopost2017091000005173,5173,The week at a glance 10 September 2017,Borneopost,10/9/2017 0:00,https://www.klsescreener.com/v2/news/view/278353/the-week-at-a-glance-10-september-2017
Borneopost2017091001155173,5173,The week at a glance 10 September 2017,Borneopost,10/9/2017 1:15,https://www.klsescreener.com/v2/news/view/278353/the-week-at-a-glance-10-september-2017
Borneopost2017101900000168,168,Boilermech to gain from strong overseas market demand through current venture,Borneopost,19/10/2017 0:00,https://www.klsescreener.com/v2/news/view/294611/boilermech-to-gain-from-strong-overseas-market-demand-through-current-venture
Borneopost2017101907030168,168,Boilermech to gain from strong overseas market demand through current venture,Borneopost,19/10/2017 7:03,https://www.klsescreener.com/v2/news/view/294611/boilermech-to-gain-from-strong-overseas-market-demand-through-current-venture
Borneopost2017102200000168,168,The week at a glance 22 October 2017,Borneopost,22/10/2017 0:00,https://www.klsescreener.com/v2/news/view/295767/the-week-at-a-glance-22-october-2017
Borneopost2017102201180168,168,The week at a glance 22 October 2017,Borneopost,22/10/2017 1:18,https://www.klsescreener.com/v2/news/view/295767/the-week-at-a-glance-22-october-2017
Borneopost2017102500000002,2,11street expects 50 per cent increase in GMV during campaign period,Borneopost,25/10/2017 0:00,https://www.klsescreener.com/v2/news/view/296923/11street-expects-50-per-cent-increase-in-gmv-during-campaign-period
Borneopost2017102507000002,2,11street expects 50 per cent increase in GMV during campaign period,Borneopost,25/10/2017 7:00,https://www.klsescreener.com/v2/news/view/296923/11street-expects-50-per-cent-increase-in-gmv-during-campaign-period
Borneopost2017110700001643,1643,AirAsia X launches direct flight to Jaipur India from Kuala Lumpur beginning February 2018,Borneopost,7/11/2017 0:00,https://www.klsescreener.com/v2/news/view/302887/airasia-x-launches-direct-flight-to-jaipur-india-from-kuala-lumpur-beginning-february-2018
Borneopost2017112900005214,5214,Weak sentiment drags FBM KLCI to 9-month low,Borneopost,29/11/2017 0:00,https://www.klsescreener.com/v2/news/view/312977/weak-sentiment-drags-fbm-klci-to-9-month-low
Borneopost2017112908485214,5214,Weak sentiment drags FBM KLCI to 9-month low,Borneopost,29/11/2017 8:48,https://www.klsescreener.com/v2/news/view/312977/weak-sentiment-drags-fbm-klci-to-9-month-low
Borneopost2017120100005170,5170,Sarawak Cable slips into the red with Q3 pre-tax loss of RM31.16 million,Borneopost,1/12/2017 0:00,https://www.klsescreener.com/v2/news/view/314235/sarawak-cable-slips-into-the-red-with-q3-pre-tax-loss-of-rm31-16-million
Borneopost2017120101045170,5170,Sarawak Cable slips into the red with Q3 pre-tax loss of RM31.16 million,Borneopost,1/12/2017 1:04,https://www.klsescreener.com/v2/news/view/314235/sarawak-cable-slips-into-the-red-with-q3-pre-tax-loss-of-rm31-16-million
Borneopost2017120700000828EA,0828EA,TradePlus Gold debuts at RM1.73 for 1.5-sen premium,Borneopost,7/12/2017 0:00,https://www.klsescreener.com/v2/news/view/316069/tradeplus-gold-debuts-at-rm1-73-for-1-5-sen-premium
Borneopost2017120707150828EA,0828EA,TradePlus Gold debuts at RM1.73 for 1.5-sen premium,Borneopost,7/12/2017 7:15,https://www.klsescreener.com/v2/news/view/316069/tradeplus-gold-debuts-at-rm1-73-for-1-5-sen-premium
Borneopost2018011300000180,180,KTC secures distributorships boosts FY19 internal target revenue by RM177.1 million,Borneopost,13/1/2018 0:00,https://www.klsescreener.com/v2/news/view/330039/ktc-secures-distributorships-boosts-fy19-internal-target-revenue-by-rm177-1-million
Borneopost2018011309180180,180,KTC secures distributorships boosts FY19 internal target revenue by RM177.1 million,Borneopost,13/1/2018 9:18,https://www.klsescreener.com/v2/news/view/330039/ktc-secures-distributorships-boosts-fy19-internal-target-revenue-by-rm177-1-million
Borneopost2018011400000028,28,Mapping the sustainability landscape,Borneopost,14/1/2018 0:00,https://www.klsescreener.com/v2/news/view/330135/mapping-the-sustainability-landscape
Borneopost2018011401000028,28,Mapping the sustainability landscape,Borneopost,14/1/2018 1:00,https://www.klsescreener.com/v2/news/view/330135/mapping-the-sustainability-landscape
Borneopost2018011700005160,5160,Wood-based manufacturers’ earnings prospects to face challenges in 2018,Borneopost,17/1/2018 0:00,https://www.klsescreener.com/v2/news/view/331323/wood-based-manufacturers-earnings-prospects-to-face-challenges-in-2018
Borneopost2018011708455160,5160,Wood-based manufacturers’ earnings prospects to face challenges in 2018,Borneopost,17/1/2018 8:45,https://www.klsescreener.com/v2/news/view/331323/wood-based-manufacturers-earnings-prospects-to-face-challenges-in-2018
Borneopost2018020800005079,5079,Malaysia Airports inks partnership agreements at Singapore Airshow,Borneopost,8/2/2018 0:00,https://www.klsescreener.com/v2/news/view/340059/malaysia-airports-inks-partnership-agreements-at-singapore-airshow
Borneopost2018021900005167,5167,Microsoft Surface Book 2 a powerful yet portable smart device,Borneopost,19/2/2018 0:00,https://www.klsescreener.com/v2/news/view/343387/microsoft-surface-book-2-a-powerful-yet-portable-smart-device
Borneopost2018030400007132,7132,What to expect from Sarawak’s digital roadmap,Borneopost,4/3/2018 0:00,https://www.klsescreener.com/v2/news/view/349351/what-to-expect-from-sarawak-s-digital-roadmap
Borneopost2018030400207132,7132,What to expect from Sarawak’s digital roadmap,Borneopost,4/3/2018 0:20,https://www.klsescreener.com/v2/news/view/349351/what-to-expect-from-sarawak-s-digital-roadmap
Borneopost2018032800000198,198,GDB tender book exceeds RM1 billion,Borneopost,28/3/2018 0:00,https://www.klsescreener.com/v2/news/view/358981/gdb-tender-book-exceeds-rm1-billion
Borneopost2018051500000199,199,Tri-Mode debuts on Ace Market at 11 sen discount,Borneopost,15/5/2018 0:00,https://www.klsescreener.com/v2/news/view/377977/tri-mode-debuts-on-ace-market-at-11-sen-discount
Borneopost2018052200000193,193,KAB optimistic on business prospects following GE14,Borneopost,22/5/2018 0:00,https://www.klsescreener.com/v2/news/view/381359/kab-optimistic-on-business-prospects-following-ge14
Borneopost2018052200060193,193,KAB optimistic on business prospects following GE14,Borneopost,22/5/2018 0:06,https://www.klsescreener.com/v2/news/view/381359/kab-optimistic-on-business-prospects-following-ge14
Borneopost2018052500004383,4383,Jaya Tiasa’s 9MFY18 falls short of expectations,Borneopost,25/5/2018 0:00,https://www.klsescreener.com/v2/news/view/383539/jaya-tiasa-s-9mfy18-falls-short-of-expectations
Borneopost2018052500114383,4383,Jaya Tiasa’s 9MFY18 falls short of expectations,Borneopost,25/5/2018 0:11,https://www.klsescreener.com/v2/news/view/383539/jaya-tiasa-s-9mfy18-falls-short-of-expectations
Borneopost2018052900004243,4243,WTK sees rough start to financial year with core net loss of RM19.4 mln,Borneopost,29/5/2018 0:00,https://www.klsescreener.com/v2/news/view/384917/wtk-sees-rough-start-to-financial-year-with-core-net-loss-of-rm19-4-mln
Borneopost2018052900164243,4243,WTK sees rough start to financial year with core net loss of RM19.4 mln,Borneopost,29/5/2018 0:16,https://www.klsescreener.com/v2/news/view/384917/wtk-sees-rough-start-to-financial-year-with-core-net-loss-of-rm19-4-mln
Borneopost2018053100000187,187,Open tender policy positive for local biz,Borneopost,31/5/2018 0:00,https://www.klsescreener.com/v2/news/view/385789/open-tender-policy-positive-for-local-biz
Borneopost2018053100110187,187,Open tender policy positive for local biz,Borneopost,31/5/2018 0:11,https://www.klsescreener.com/v2/news/view/385789/open-tender-policy-positive-for-local-biz
Borneopost2018060300000189,189,Driving growth with food delivery,Borneopost,3/6/2018 0:00,https://www.klsescreener.com/v2/news/view/387271/driving-growth-with-food-delivery
Borneopost2018062200005084,5084,Encouraging take-up rate at Sheda Expo,Borneopost,22/6/2018 0:00,https://www.klsescreener.com/v2/news/view/395343/encouraging-take-up-rate-at-sheda-expo
Borneopost2018062200075084,5084,Encouraging take-up rate at Sheda Expo,Borneopost,22/6/2018 0:07,https://www.klsescreener.com/v2/news/view/395343/encouraging-take-up-rate-at-sheda-expo
Borneopost2018062500001996,1996,Analysts positive on HSP’s cancelled Kretam stake acquisition,Borneopost,25/6/2018 0:00,https://www.klsescreener.com/v2/news/view/396057/analysts-positive-on-hsp-s-cancelled-kretam-stake-acquisition
Borneopost2018062500071996,1996,Analysts positive on HSP’s cancelled Kretam stake acquisition,Borneopost,25/6/2018 0:07,https://www.klsescreener.com/v2/news/view/396057/analysts-positive-on-hsp-s-cancelled-kretam-stake-acquisition
Borneopost2018070600001694,1694,Power Root rewards customers with ‘Easy To Win’ contest,Borneopost,6/7/2018 0:00,https://www.klsescreener.com/v2/news/view/401035/power-root-rewards-customers-with-easy-to-win-contest
Borneopost2018070600121694,1694,Power Root rewards customers with ‘Easy To Win’ contest,Borneopost,6/7/2018 0:12,https://www.klsescreener.com/v2/news/view/401035/power-root-rewards-customers-with-easy-to-win-contest
Borneopost2018070700005084,5084,Ibraco celebrates 47th Anniversary in Bintulu with launch of new regional office,Borneopost,7/7/2018 0:00,https://www.klsescreener.com/v2/news/view/401527/ibraco-celebrates-47th-anniversary-in-bintulu-with-launch-of-new-regional-office
Borneopost2018070700085084,5084,Ibraco celebrates 47th Anniversary in Bintulu with launch of new regional office,Borneopost,7/7/2018 0:08,https://www.klsescreener.com/v2/news/view/401527/ibraco-celebrates-47th-anniversary-in-bintulu-with-launch-of-new-regional-office
Borneopost2018071300008419,8419,Pansar joins the JCB family as the official dealership for East Malaysia,Borneopost,13/7/2018 0:00,https://www.klsescreener.com/v2/news/view/403801/pansar-joins-the-jcb-family-as-the-official-dealership-for-east-malaysia
Borneopost2018071300128419,8419,Pansar joins the JCB family as the official dealership for East Malaysia,Borneopost,13/7/2018 0:12,https://www.klsescreener.com/v2/news/view/403801/pansar-joins-the-jcb-family-as-the-official-dealership-for-east-malaysia
Borneopost2018080900008419,8419,Pansar declares dividends of 1.5 sen per ordinary share,Borneopost,9/8/2018 0:00,https://www.klsescreener.com/v2/news/view/415616/pansar-declares-dividends-of-1-5-sen-per-ordinary-share
Borneopost2018080900118419,8419,Pansar declares dividends of 1.5 sen per ordinary share,Borneopost,9/8/2018 0:11,https://www.klsescreener.com/v2/news/view/415616/pansar-declares-dividends-of-1-5-sen-per-ordinary-share
Borneopost2018081400005087,5087,Mixed reactions from constructors following SST announcement,Borneopost,14/8/2018 0:00,https://www.klsescreener.com/v2/news/view/417590/mixed-reactions-from-constructors-following-sst-announcement
Borneopost2018081400065087,5087,Mixed reactions from constructors following SST announcement,Borneopost,14/8/2018 0:06,https://www.klsescreener.com/v2/news/view/417590/mixed-reactions-from-constructors-following-sst-announcement
Borneopost2018081700007210,7210,Uber narrows loss but is a long way from finding profit,Borneopost,17/8/2018 0:00,https://www.klsescreener.com/v2/news/view/419450/uber-narrows-loss-but-is-a-long-way-from-finding-profit
Borneopost2018081700267210,7210,Uber narrows loss but is a long way from finding profit,Borneopost,17/8/2018 0:26,https://www.klsescreener.com/v2/news/view/419450/uber-narrows-loss-but-is-a-long-way-from-finding-profit
Borneopost2018082200001694,1694,Pelaburan Hartanah Maybank Asset Management encourages AHB investments with prize draw,Borneopost,22/8/2018 0:00,https://www.klsescreener.com/v2/news/view/421244/pelaburan-hartanah-maybank-asset-management-encourages-ahb-investments-with-prize-draw
Borneopost2018082200111694,1694,Pelaburan Hartanah Maybank Asset Management encourages AHB investments with prize draw,Borneopost,22/8/2018 0:11,https://www.klsescreener.com/v2/news/view/421244/pelaburan-hartanah-maybank-asset-management-encourages-ahb-investments-with-prize-draw
Borneopost20180827000003007,3007,Sony’s latest premium headphones MDR-Z7M2 features wide frequency response dynamic range,Borneopost,27/8/2018 0:00,https://www.klsescreener.com/v2/news/view/422702/sony-s-latest-premium-headphones-mdr-z7m2-features-wide-frequency-response-dynamic-range
Borneopost2018082700005084,5084,Ibraco posts positive growth for 2QFY18 aims for more good opportunities in 2018,Borneopost,27/8/2018 0:00,https://www.klsescreener.com/v2/news/view/422690/ibraco-posts-positive-growth-for-2qfy18-aims-for-more-good-opportunities-in-2018
Borneopost20180827000703007,3007,Sony’s latest premium headphones MDR-Z7M2 features wide frequency response dynamic range,Borneopost,27/8/2018 0:07,https://www.klsescreener.com/v2/news/view/422702/sony-s-latest-premium-headphones-mdr-z7m2-features-wide-frequency-response-dynamic-range
Borneopost2018082700075084,5084,Ibraco posts positive growth for 2QFY18 aims for more good opportunities in 2018,Borneopost,27/8/2018 0:07,https://www.klsescreener.com/v2/news/view/422690/ibraco-posts-positive-growth-for-2qfy18-aims-for-more-good-opportunities-in-2018
Borneopost2018082900007143,7143,iCar Asia’s Malaysia EBITDA to be break-even in September 2018,Borneopost,29/8/2018 0:00,https://www.klsescreener.com/v2/news/view/423876/icar-asia-s-malaysia-ebitda-to-be-break-even-in-september-2018
Borneopost20180910000003007,3007,Sony’s latest WH-1000XM3 headphones boasts greater performance latest audio tech,Borneopost,10/9/2018 0:00,https://www.klsescreener.com/v2/news/view/428494/sony-s-latest-wh-1000xm3-headphones-boasts-greater-performance-latest-audio-tech
Borneopost20180910000703007,3007,Sony’s latest WH-1000XM3 headphones boasts greater performance latest audio tech,Borneopost,10/9/2018 0:07,https://www.klsescreener.com/v2/news/view/428494/sony-s-latest-wh-1000xm3-headphones-boasts-greater-performance-latest-audio-tech
Borneopost2018091200007034,7034,Plastic packaging sector’s capacity expansion plans on track,Borneopost,12/9/2018 0:00,https://www.klsescreener.com/v2/news/view/428798/plastic-packaging-sector-s-capacity-expansion-plans-on-track
Borneopost2018091200007248,7248,Plastic packaging sector’s capacity expansion plans on track,Borneopost,12/9/2018 0:00,https://www.klsescreener.com/v2/news/view/428798/plastic-packaging-sector-s-capacity-expansion-plans-on-track
Borneopost2018091200007285,7285,Plastic packaging sector’s capacity expansion plans on track,Borneopost,12/9/2018 0:00,https://www.klsescreener.com/v2/news/view/428798/plastic-packaging-sector-s-capacity-expansion-plans-on-track
Borneopost2018091200127034,7034,Plastic packaging sector’s capacity expansion plans on track,Borneopost,12/9/2018 0:12,https://www.klsescreener.com/v2/news/view/428798/plastic-packaging-sector-s-capacity-expansion-plans-on-track
Borneopost2018091200127248,7248,Plastic packaging sector’s capacity expansion plans on track,Borneopost,12/9/2018 0:12,https://www.klsescreener.com/v2/news/view/428798/plastic-packaging-sector-s-capacity-expansion-plans-on-track
Borneopost2018091200127285,7285,Plastic packaging sector’s capacity expansion plans on track,Borneopost,12/9/2018 0:12,https://www.klsescreener.com/v2/news/view/428798/plastic-packaging-sector-s-capacity-expansion-plans-on-track
Borneopost2018092300009938,9938,Corporate Malaysia: Searching the horizon for answers,Borneopost,23/9/2018 0:00,https://www.klsescreener.com/v2/news/view/433838/corporate-malaysia-searching-the-horizon-for-answers
Borneopost2018092300159938,9938,Corporate Malaysia: Searching the horizon for answers,Borneopost,23/9/2018 0:15,https://www.klsescreener.com/v2/news/view/433838/corporate-malaysia-searching-the-horizon-for-answers
Borneopost20180926000003011,3011,Amlex debuts at 15.5 sen on LEAP Market,Borneopost,26/9/2018 0:00,https://www.klsescreener.com/v2/news/view/434990/amlex-debuts-at-15-5-sen-on-leap-market
Borneopost20180926002103011,3011,Amlex debuts at 15.5 sen on LEAP Market,Borneopost,26/9/2018 0:21,https://www.klsescreener.com/v2/news/view/434990/amlex-debuts-at-15-5-sen-on-leap-market
Borneopost2018092900000113,113,Malaysia’s tech companies to benefit from US-China trade row,Borneopost,29/9/2018 0:00,https://www.klsescreener.com/v2/news/view/436806/malaysia-s-tech-companies-to-benefit-from-us-china-trade-row
Borneopost2018092900210113,113,Malaysia’s tech companies to benefit from US-China trade row,Borneopost,29/9/2018 0:21,https://www.klsescreener.com/v2/news/view/436806/malaysia-s-tech-companies-to-benefit-from-us-china-trade-row
Borneopost2018093000002259,2259,BPA Malaysia Weekly Bond Market Report,Borneopost,30/9/2018 0:00,https://www.klsescreener.com/v2/news/view/436996/bpa-malaysia-weekly-bond-market-report
Borneopost2018093000462259,2259,BPA Malaysia Weekly Bond Market Report,Borneopost,30/9/2018 0:46,https://www.klsescreener.com/v2/news/view/436996/bpa-malaysia-weekly-bond-market-report
Borneopost2018100300007617,7617,Fast and serious: Vietnam’s first domestic car manufacturer bets big,Borneopost,3/10/2018 0:00,https://www.klsescreener.com/v2/news/view/438168/fast-and-serious-vietnam-s-first-domestic-car-manufacturer-bets-big
Borneopost2018100300517617,7617,Fast and serious: Vietnam’s first domestic car manufacturer bets big,Borneopost,3/10/2018 0:51,https://www.klsescreener.com/v2/news/view/438168/fast-and-serious-vietnam-s-first-domestic-car-manufacturer-bets-big
Borneopost2018100600005265,5265,Unilever axes move from London to Rotterdam,Borneopost,6/10/2018 0:00,https://www.klsescreener.com/v2/news/view/439914/unilever-axes-move-from-london-to-rotterdam
Borneopost2018100600265265,5265,Unilever axes move from London to Rotterdam,Borneopost,6/10/2018 0:26,https://www.klsescreener.com/v2/news/view/439914/unilever-axes-move-from-london-to-rotterdam
Borneopost2018100700005517,5517,Of Malaysia’s cleaner corporate grip,Borneopost,7/10/2018 0:00,https://www.klsescreener.com/v2/news/view/440036/of-malaysia-s-cleaner-corporate-grip
Borneopost2018100800005123,5123,MREITs outlook clouded by oversupply of office retail spaces in Klang Valley,Borneopost,8/10/2018 0:00,https://www.klsescreener.com/v2/news/view/440124/mreits-outlook-clouded-by-oversupply-of-office-retail-spaces-in-klang-valley
Borneopost2018100800515123,5123,MREITs outlook clouded by oversupply of office retail spaces in Klang Valley,Borneopost,8/10/2018 0:51,https://www.klsescreener.com/v2/news/view/440124/mreits-outlook-clouded-by-oversupply-of-office-retail-spaces-in-klang-valley
Borneopost2018101200009695,9695,PLS Plantations to venture into durian industry,Borneopost,12/10/2018 0:00,https://www.klsescreener.com/v2/news/view/442454/pls-plantations-to-venture-into-durian-industry
Borneopost2018101800000182,182,Healthcare sector hopeful of enhanced initiatives,Borneopost,18/10/2018 0:00,https://www.klsescreener.com/v2/news/view/444924/healthcare-sector-hopeful-of-enhanced-initiatives
Borneopost2018101800170182,182,Healthcare sector hopeful of enhanced initiatives,Borneopost,18/10/2018 0:17,https://www.klsescreener.com/v2/news/view/444924/healthcare-sector-hopeful-of-enhanced-initiatives
Borneopost2018102600007060,7060,New Hoong Fatt seeks emphasis on TVET programmes in Budget,Borneopost,26/10/2018 0:00,https://www.klsescreener.com/v2/news/view/448504/new-hoong-fatt-seeks-emphasis-on-tvet-programmes-in-budget
Borneopost2018102600227060,7060,New Hoong Fatt seeks emphasis on TVET programmes in Budget,Borneopost,26/10/2018 0:22,https://www.klsescreener.com/v2/news/view/448504/new-hoong-fatt-seeks-emphasis-on-tvet-programmes-in-budget
Borneopost2018102700000173,173,Survey: 30 pct of Malaysians’ savings won’t last a month,Borneopost,27/10/2018 0:00,https://www.klsescreener.com/v2/news/view/449062/survey-30-pct-of-malaysians-savings-won-t-last-a-month
Borneopost2018102700220173,173,Survey: 30 pct of Malaysians’ savings won’t last a month,Borneopost,27/10/2018 0:22,https://www.klsescreener.com/v2/news/view/449062/survey-30-pct-of-malaysians-savings-won-t-last-a-month
Borneopost2018102900005207,5207,Huawei Mate 20 Series boast latest performance processing technology,Borneopost,29/10/2018 0:00,https://www.klsescreener.com/v2/news/view/449280/huawei-mate-20-series-boast-latest-performance-processing-technology
Borneopost2018102900065207,5207,Huawei Mate 20 Series boast latest performance processing technology,Borneopost,29/10/2018 0:06,https://www.klsescreener.com/v2/news/view/449280/huawei-mate-20-series-boast-latest-performance-processing-technology
Borneopost2018103000005207,5207,Sabah Ports host PAM MIA at Wisma Ports,Borneopost,30/10/2018 0:00,https://www.klsescreener.com/v2/news/view/449756/sabah-ports-host-pam-mia-at-wisma-ports
Borneopost2018103000175207,5207,Sabah Ports host PAM MIA at Wisma Ports,Borneopost,30/10/2018 0:17,https://www.klsescreener.com/v2/news/view/449756/sabah-ports-host-pam-mia-at-wisma-ports
Borneopost2018110600002062,2062,Rich Asians crazy about securing wealth spark family office boom in HK Singapore,Borneopost,6/11/2018 0:00,https://www.klsescreener.com/v2/news/view/453316/rich-asians-crazy-about-securing-wealth-spark-family-office-boom-in-hk-singapore
Borneopost2018110700005062,5062,First time home buyers may hold back,Borneopost,7/11/2018 0:00,https://www.klsescreener.com/v2/news/view/453450/first-time-home-buyers-may-hold-back
Borneopost2018110700075062,5062,First time home buyers may hold back,Borneopost,7/11/2018 0:07,https://www.klsescreener.com/v2/news/view/453450/first-time-home-buyers-may-hold-back
Borneopost2018110800000035,35,Implementation of national fibre plan to benefit Sacofa,Borneopost,8/11/2018 0:00,https://www.klsescreener.com/v2/news/view/453926/implementation-of-national-fibre-plan-to-benefit-sacofa
Borneopost2018110800220035,35,Implementation of national fibre plan to benefit Sacofa,Borneopost,8/11/2018 0:22,https://www.klsescreener.com/v2/news/view/453926/implementation-of-national-fibre-plan-to-benefit-sacofa
Borneopost2018111000007241,7241,Nextgreen Nomura and IHI Corporation to explore Green Technology partnership,Borneopost,10/11/2018 0:00,https://www.klsescreener.com/v2/news/view/455088/nextgreen-nomura-and-ihi-corporation-to-explore-green-technology-partnership
Borneopost2018111000237241,7241,Nextgreen Nomura and IHI Corporation to explore Green Technology partnership,Borneopost,10/11/2018 0:23,https://www.klsescreener.com/v2/news/view/455088/nextgreen-nomura-and-ihi-corporation-to-explore-green-technology-partnership
Borneopost2018111900000123,123,Privasia optimistic of increased adoption ProcureHere,Borneopost,19/11/2018 0:00,https://www.klsescreener.com/v2/news/view/458420/privasia-optimistic-of-increased-adoption-procurehere
Borneopost2018111900130123,123,Privasia optimistic of increased adoption ProcureHere,Borneopost,19/11/2018 0:13,https://www.klsescreener.com/v2/news/view/458420/privasia-optimistic-of-increased-adoption-procurehere
TheEdge1970010100007132,7132,KLCI dips in early trade banks weigh,TheEdge,1/1/1970 0:00,https://www.klsescreener.com/v2/news/view/180263/klci-dips-in-early-trade-banks-weigh
TheEdge1970010108007132,7132,KLCI dips in early trade banks weigh,TheEdge,1/1/1970 8:00,https://www.klsescreener.com/v2/news/view/180263/klci-dips-in-early-trade-banks-weigh
TheEdge2015123110316211,6211,Stock With Momentum: Kia Lim,TheEdge,31/12/2015 10:31,https://www.klsescreener.com/v2/news/view/665/stock-with-momentum-kia-lim
